pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
HAT-P-34 b,HAT-P-34,TIC 278348461,0.06774,13.417173,1058.3739,,6442.0,1.53,1.392,3.984,1.7,F6V,0.00100,0.1,1.23,99.3,0.03965028,868.17968,0.09787500,868.17968,0.11053055,868.17968,0.14193677,868.17968,0.15226796,868.17968,0.12219340,754.63321
Kepler-51 d,Kepler-51,TIC 27846348,0.509,9.7,7.6,,6018.0,0.94,1.04,0.722,0.3,F9.5V,0.00100,0.1,1.23,9.9,0.93214669,2.78525,2.30096378,2.78525,2.59848593,2.78525,3.33682133,2.78525,3.57969923,2.78525,1.83707571,1.54822
Kepler-51 c,Kepler-51,TIC 27846348,0.384,9.0,4.0,,6018.0,0.94,1.04,0.722,0.3,F9.5V,0.00100,0.1,1.23,7.5,4.72255370,4.89370,11.65741954,4.89370,13.16476205,4.89370,16.90540565,4.89370,18.13590287,4.89370,9.30721399,2.72023
Kepler-51 b,Kepler-51,TIC 27846348,0.2514,7.1,2.1,,6018.0,0.94,1.04,0.722,0.3,F9.5V,0.00100,0.1,1.23,6.1,19.62626771,11.41746,48.44659288,11.41746,54.71089593,11.41746,70.25648362,11.41746,75.37025666,11.41746,38.67946978,6.34654
TRAPPIST-1 b,TRAPPIST-1,TIC 278892590,0.01154,1.116,1.374,M8.0 V,2566.0,0.1192,0.0898,0.001,7.6,M8V,0.00010,0.6,1.23,12.4,0.00647544,0.41526,0.03885264,1.00936,0.05757801,1.32455,0.10404717,1.86393,0.11933335,1.99273,0.11357078,2.05419
TRAPPIST-1 g,TRAPPIST-1,TIC 278892590,0.04683,1.129,1.321,M8.0 V,2566.0,0.1192,0.0898,0.001,7.6,M8V,0.00010,0.6,1.23,12.1,0.00044044,0.02522,0.00264266,0.06129,0.00391631,0.08043,0.00707702,0.11319,0.00811675,0.12101,0.00772480,0.12474
TRAPPIST-1 e,TRAPPIST-1,TIC 278892590,0.02925,0.92,0.692,M8.0 V,2566.0,0.1192,0.0898,0.001,7.6,M8V,0.00010,0.6,1.23,9.7,0.00222619,0.06464,0.01335711,0.15711,0.01979469,0.20617,0.03577028,0.29013,0.04102550,0.31018,0.03904439,0.31974
TRAPPIST-1 h,TRAPPIST-1,TIC 278892590,0.06189,0.755,0.326,M8.0 V,2566.0,0.1192,0.0898,0.001,7.6,M8V,0.00010,0.6,1.23,7.3,0.00123830,0.01444,0.00742981,0.03509,0.01101067,0.04605,0.01989699,0.06480,0.02282018,0.06928,0.02171820,0.07142
TRAPPIST-1 d,TRAPPIST-1,TIC 278892590,0.02227,0.788,0.388,M8.0 V,2566.0,0.1192,0.0898,0.001,7.6,M8V,0.00010,0.6,1.23,7.8,0.00767603,0.11150,0.04605617,0.27103,0.06825334,0.35566,0.12333818,0.50050,0.14145852,0.53508,0.13462753,0.55158
TRAPPIST-1 f,TRAPPIST-1,TIC 278892590,0.03849,1.045,1.039,M8.0 V,2566.0,0.1192,0.0898,0.001,7.6,M8V,0.00010,0.6,1.23,11.1,0.00083576,0.03733,0.00501459,0.09073,0.00743141,0.11907,0.01342903,0.16755,0.01540197,0.17913,0.01465821,0.18465
TRAPPIST-1 c,TRAPPIST-1,TIC 278892590,0.0158,1.097,1.308,M8.0 V,2566.0,0.1192,0.0898,0.001,7.6,M8V,0.00010,0.6,1.23,12.2,0.00362036,0.22152,0.02172217,0.53845,0.03219136,0.70659,0.05817186,0.99432,0.06671824,1.06303,0.06349643,1.09582
Kepler-6 b,Kepler-6,TIC 27916356,0.04852,14.616536,212.31044,,5647.0,1.391,1.209,1.546,3.8,G5V,0.00100,0.1,1.23,42.6,0.96347601,656.62651,2.37829885,656.62651,2.68582068,656.62651,3.44897142,656.62651,3.70001241,656.62651,3.33797761,641.63157
TIC 279401253 b,TIC 279401253,TIC 279401253,0.369,11.2089807,1951.46641898,,5951.0,1.06,1.13,1.250,1.2,G0V,0.00100,0.1,1.23,147.5,0.00007191,9.18031,0.00017750,9.18031,0.00020045,9.18031,0.00025740,9.18031,0.00027614,9.18031,0.00020801,7.49026
HD 21749 c,GJ 143,TIC 279741379,0.0695,0.892,3.7,K4.5,4640.0,0.695,0.73,0.206,3.8,K4V,0.00100,0.1,1.23,22.8,0.04682236,42.64130,0.11557897,42.64130,0.13052371,42.64130,0.16761080,42.64130,0.17981072,42.64130,0.16221680,41.66752
GJ 143 b,GJ 143,TIC 279741379,0.1915,2.61,22.7,K4.5,4640.0,0.695,0.73,0.206,3.8,K4V,0.00100,0.1,1.23,33.0,0.00410454,5.61646,0.01013187,5.61646,0.01144195,5.61646,0.01469308,5.61646,0.01576254,5.61646,0.01422023,5.48820
Kepler-107 b,Kepler-107,TIC 27988327,0.04544,1.536,3.8,,5854.0,1.447,1.238,2.315,4.29,G1V,0.00100,0.1,1.23,17.6,5.95870132,1121.01998,14.70879646,1121.01998,16.61069199,1121.01998,21.33046425,1121.01998,22.88304911,1121.01998,20.95273529,1111.80151
Kepler-107 d,Kepler-107,TIC 27988327,0.08377,0.86,7.7,,5854.0,1.447,1.238,2.315,4.29,G1V,0.00100,0.1,1.23,33.5,0.07494776,329.84733,0.18500531,329.84733,0.20892711,329.84733,0.26829178,329.84733,0.28781999,329.84733,0.26354076,327.13490
Kepler-107 c,Kepler-107,TIC 27988327,0.06064,1.597,10.0,,5854.0,1.447,1.238,2.315,4.29,G1V,0.00100,0.1,1.23,28.0,0.54302293,629.46504,1.34042862,629.46504,1.51375043,629.46504,1.94386841,629.46504,2.08535716,629.46504,1.90944556,624.28876
Kepler-107 e,Kepler-107,TIC 27988327,0.12638,2.903,14.1,,5854.0,1.447,1.238,2.315,4.29,G1V,0.00100,0.1,1.23,24.6,0.37771827,144.92166,0.93238120,144.92166,1.05294115,144.92166,1.35212449,144.92166,1.45054185,144.92166,1.32818049,143.72993
TOI-375 b,TOI-375,TIC 280097543,0.099,10.77183045,236.782163215,,5259.9,2.9,1.441,5.754,2.94,K0V,0.00100,0.1,1.23,52.4,0.27720559,587.08314,0.68427000,587.08314,0.77274835,587.08314,0.99231754,587.08314,1.06454556,587.08314,0.92864560,554.71822
TOI-677 b,TOI-677,TIC 280206394,0.1041,13.11450742,392.200254238,F8,6295.0,1.28,1.181,2.050,2.92,F7V,0.00100,0.1,1.23,61.1,0.05874766,189.15531,0.14501605,189.15531,0.16376710,189.15531,0.21029999,189.15531,0.22560714,189.15531,0.19662171,178.56003
CoRoT-12 b,CoRoT-12,TIC 280210963,0.04016,16.14,291.438,,5675.0,1.116,1.078,1.175,6.3,G4V,0.00100,0.1,1.23,47.5,0.76377007,728.47154,1.88533338,728.47154,2.12911316,728.47154,2.73408068,728.47154,2.93308677,728.47154,2.80398919,754.31212
CoRoT-7 b,CoRoT-7,TIC 280304863,0.017016,1.68135,4.0766051771,G9 V,5275.0,0.83,0.82,0.514,1.8,K0V,0.00100,0.1,1.23,17.4,10.74518596,1773.80162,26.52402675,1773.80162,29.95367023,1773.80162,38.46472456,1773.80162,41.26446433,1773.80162,33.43229835,1556.61832
CoRoT-7 c,CoRoT-7,TIC 280304863,0.046,2.83,8.4,G9 V,5256.0,0.864273,0.899,0.514,1.8,K0V,0.00100,0.1,1.23,19.3,1.65134144,242.71931,4.07626491,242.71931,4.60333931,242.71931,5.91133498,242.71931,6.34160453,242.71931,5.13794176,213.00090
CoRoT-21 b,CoRoT-21,TIC 280420719,0.0417,14.5717,718.2958,F8 IV,6200.0,1.95,1.29,5.070,4.1,F8V,0.00100,0.1,1.23,78.5,0.37032558,2915.59965,0.91413267,2915.59965,1.03233302,2915.59965,1.32566076,2915.59965,1.42215190,2915.59965,1.29508178,2875.84961
TOI-969 b,TOI-969,TIC 280437559,0.02636,2.765,9.1,K V,4435.0,0.671,0.734,0.199,2.03,K5V,0.00100,0.1,1.23,20.3,1.55104222,286.87268,3.82868062,286.87268,4.32374156,286.87268,5.55229215,286.87268,5.95642797,286.87268,4.92049725,256.68433
TOI-3364 b,TOI-3364,TIC 280655495,0.0675,12.22899794,530.77343969,,5706.0,1.419,1.186,1.930,5.4,G3V,0.00100,0.1,1.23,73.7,0.05824230,423.59659,0.14376860,423.59659,0.16235835,423.59659,0.20849095,423.59659,0.22366642,423.59659,0.21029774,431.39325
HD 224538 b,HD 224538,TIC 280803137,2.375,12.7,2075.737326117,F8/G0 IV/V,6097.0,1.54,1.23,2.950,2.0,F9V,0.00100,0.1,1.23,142.9,0.00000527,0.52299,0.00001300,0.52299,0.00001468,0.52299,0.00001885,0.52299,0.00002022,0.52299,0.00001667,0.46685
HD 100508 b,HD 100508,TIC 280859200,6.11,13.7,381.3940884,K1 IV,5419.0,1.0179,0.94,0.805,nan,G9V,0.00100,0.1,1.23,59.0,0.00000807,0.02156,0.00001993,0.02156,0.00002251,0.02156,0.00002890,0.02156,0.00003100,0.02156,nan,nan
TOI-628 b,TOI-628,TIC 281408474,0.0486,11.88154,2011.8639,,6250.0,1.345,1.311,2.480,1.28,F7V,0.00100,0.1,1.23,145.5,0.00921574,1049.97138,0.02274866,1049.97138,0.02569013,1049.97138,0.03298975,1049.97138,0.03539098,1049.97138,0.02699243,867.38919
HATS-49 b,HATS-49,TIC 281541545,0.04515,8.574885,112.19399,,4405.0,0.6977,0.7133,0.164,10.5,K5V,0.00100,0.1,1.23,40.4,0.08540278,80.49974,0.21081308,80.49974,0.23807190,80.49974,0.30571779,80.49974,0.32797014,80.49974,0.32940685,87.57495
HATS-46 b,HATS-46,TIC 281541555,0.05367,10.121727,54.98459,,5495.0,0.853,0.917,0.589,3.0,G8V,0.00100,0.1,1.23,26.1,1.48549261,204.48281,3.66687424,204.48281,4.14101308,204.48281,5.31764309,204.48281,5.70469947,204.48281,4.99019502,193.74416
K2-261 b,K2-261,TIC 281731203,0.1086,9.26982704,68.968764319,G7 IV/V,5490.0,1.663,1.107,2.259,8.8,G8V,0.00100,0.1,1.23,30.5,0.67936342,191.54038,1.67697922,191.54038,1.89381813,191.54038,2.43192878,191.54038,2.60894207,191.54038,2.57838255,205.03610
HD 149806 b,HD 149806,TIC 281738302,12.404,12.3,4003.684442979,K0V,5352.05,0.89,0.93,0.569,8.36,G9V,0.00100,0.1,1.23,201.7,0.00000001,0.00370,0.00000002,0.00370,0.00000003,0.00370,0.00000003,0.00370,0.00000003,0.00370,0.00000003,0.00394
K2-19 c,K2-19,TIC 281885301,0.0982,3.88,11.12,G9,5350.0,0.824,0.892,0.511,1.7,G9V,0.00100,0.1,1.23,18.9,0.52970544,52.94403,1.30755497,52.94403,1.47662611,52.94403,1.89619556,52.94403,2.03421434,52.94403,1.63243516,46.01965
K2-19 b,K2-19,TIC 281885301,0.07487,6.59,30.8,G9,5350.0,0.824,0.892,0.511,1.7,G9V,0.00100,0.1,1.23,24.2,0.58198388,91.08028,1.43660202,91.08028,1.62235937,91.08028,2.08333756,91.08028,2.23497788,91.08028,1.79354574,79.16817
K2-19 d,K2-19,TIC 281885301,0.03478,1.044,6.2,G9,5350.0,0.824,0.892,0.511,1.7,G9V,0.00100,0.1,1.23,27.2,0.26462494,422.06646,0.65321521,422.06646,0.73767808,422.06646,0.94728238,422.06646,1.01623242,422.06646,0.81551560,366.86573
CoRoT-13 b,CoRoT-13,TIC 281909674,0.051,9.92,415.704,G0 V,5945.0,1.01,1.09,1.183,1.635,G0V,0.00100,0.1,1.23,72.4,0.05443749,454.98769,0.13437658,454.98769,0.15175191,454.98769,0.19487079,454.98769,0.20905490,454.98769,0.16665323,392.86207
HAT-P-11 b,HAT-P-11,TIC 28230919,0.05258,4.36,25.0,K4,4653.0,0.683,0.811,0.271,2.69,K4V,0.00100,0.1,1.23,26.8,0.27532782,98.02545,0.67963481,98.02545,0.76751382,98.02545,0.98559567,98.02545,1.05733442,98.02545,0.91099647,91.48086
HAT-P-11 c,HAT-P-11,TIC 28230919,4.1,13.2,851.78013076,K4,4653.0,0.683,0.811,0.271,2.69,K4V,0.00100,0.1,1.23,89.8,0.00000108,0.01612,0.00000267,0.01612,0.00000302,0.01612,0.00000387,0.01612,0.00000416,0.01612,0.00000358,0.01505
TOI-5005 b,TOI-5005,TIC 282485660,0.06614,6.25,32.7,G2 V,5749.0,0.93,0.97,0.990,2.2,G2V,0.00100,0.1,1.23,25.6,1.09405202,226.23595,2.70062010,226.23595,3.04981912,226.23595,3.91639660,226.23595,4.20146016,226.23595,3.51436916,204.97260
CoRoT-14 b,CoRoT-14,TIC 282706928,0.027,12.22,2415.4,F9 V,6035.0,1.21,1.13,1.315,4.2,F9V,0.00100,0.1,1.23,157.2,0.01194758,1803.48474,0.02949207,1803.48474,0.03330549,1803.48474,0.04276894,1803.48474,0.04588197,1803.48474,0.04190460,1784.09995
HAT-P-65 b,HAT-P-65,TIC 283419843,0.04042,18.05766791,176.076937478,G2,5872.0,1.666,1.297,2.970,3.9,G1V,0.00100,0.1,1.23,34.9,7.31272470,1817.88908,18.05114460,1817.88908,20.38521668,1817.88908,26.17748472,1817.88908,28.08287065,1817.88908,25.41708282,1782.12703
Kepler-414 c,Kepler-414,TIC 28357724,0.07195,3.01,29.9,,5536.0,0.946,0.89,0.677,1.55,G7V,0.00100,0.1,1.23,35.2,0.08453904,130.84840,0.20868097,130.84840,0.23566410,130.84840,0.30262584,130.84840,0.32465313,130.84840,0.25641705,111.93935
Kepler-414 b,Kepler-414,TIC 28357724,0.0543,1.71,3.5,,5536.0,0.946,0.89,0.677,1.55,G7V,0.00100,0.1,1.23,16.0,1.98616073,229.73668,4.90275186,229.73668,5.53669372,229.73668,7.10989329,229.73668,7.62740255,229.73668,6.02426364,196.53718
HD 219134 b,HD 219134,TIC 283722336,0.03876,1.602,4.74,K3 V,4699.0,0.778,0.81,0.265,11.0,K4V,0.00100,0.1,1.23,19.2,0.68262961,176.12559,1.68504167,176.12559,1.90292307,176.12559,2.44362081,176.12559,2.62148513,176.12559,2.64379890,192.39357
HD 219134 d,HD 219134,TIC 283722336,0.237,1.61,16.17,K3 V,4699.0,0.778,0.81,0.265,11.0,K4V,0.00100,0.1,1.23,35.4,0.00159251,4.71079,0.00393105,4.71079,0.00443934,4.71079,0.00570074,4.71079,0.00611568,4.71079,0.00616774,5.14590
HD 219134 c,HD 219134,TIC 283722336,0.0653,1.511,4.36,K3 V,4699.0,0.778,0.81,0.265,11.0,K4V,0.00100,0.1,1.23,19.0,0.23851509,62.05312,0.58876418,62.05312,0.66489332,62.05312,0.85381652,62.05312,0.91596343,62.05312,0.92376000,67.78471
HD 219134 f,HD 219134,TIC 283722336,0.1463,1.31,7.3,K3 V,4699.0,0.778,0.81,0.265,11.0,K4V,0.00100,0.1,1.23,26.4,0.01104591,12.36236,0.02726634,12.36236,0.03079197,12.36236,0.03954122,12.36236,0.04241931,12.36236,0.04278038,13.50422
HD 120084 b,HD 120084,TIC 284181945,4.21,12.7,2034.1018048,G7 III,4879.0,10.37,2.16,54.680,1.02,K3V,0.00100,0.1,1.23,141.5,0.00003235,3.08508,0.00007985,3.08508,0.00009018,3.08508,0.00011580,3.08508,0.00012423,3.08508,0.00009055,2.43577
HAT-P-54 b,HAT-P-54,TIC 284326455,0.04117,10.581296,241.5508,K7,4390.0,0.617,0.645,0.125,3.9,K5V,0.00100,0.1,1.23,53.4,0.03181777,73.98408,0.07854078,73.98408,0.08869636,73.98408,0.11389860,73.98408,0.12218896,73.98408,0.11059008,72.52864
TOI-1470 c,TOI-1470,TIC 284441182,0.106,2.47,7.24,M1.5 V,3709.0,0.469,0.471,0.038,1.3,M1V,0.00100,0.6,1.23,19.1,0.02037623,3.34640,0.12225737,8.13400,0.18118038,10.67406,0.32740458,15.02071,0.37550552,16.05863,0.20885724,9.67451
TOI-1470 b,TOI-1470,TIC 284441182,0.0285,2.18,7.32,M1.5 V,3709.0,0.469,0.471,0.038,1.3,M1V,0.00100,0.6,1.23,20.5,0.18957428,46.29140,1.13744566,112.51904,1.68564750,147.65614,3.04607333,207.78421,3.49358996,222.14192,1.94314471,133.82918
WASP-48 b,WASP-48,TIC 284475976,0.03444,16.8135,254.264,,5920.0,1.58,0.88,3.803,7.9,G0V,0.00100,0.1,1.23,43.5,4.99275388,3206.29675,12.32439698,3206.29675,13.91798186,3206.29675,17.87264580,3206.29675,19.17354572,3206.29675,18.75420508,3396.93324
TOI-1728 b,TOI-1728,TIC 285048486,0.0391,5.05,26.78,M0,3980.0,0.6243,0.646,0.088,7.1,K8V,0.00100,0.1,1.23,25.7,0.21893303,57.56076,0.54042671,57.56076,0.61030565,57.56076,0.78371827,57.56076,0.84076294,57.56076,0.81371232,60.34078
HAT-P-38 b,HAT-P-38,TIC 285272237,0.0523,9.247,84.857,G5,5330.0,0.923,0.886,0.619,10.1,G9V,0.00100,0.1,1.23,33.9,0.52669071,226.46267,1.30011323,226.46267,1.46822212,226.46267,1.88540366,226.46267,2.02263693,226.46267,2.02445201,245.51230
TOI-6008 b,TOI-6008,TIC 286201103,0.010777,1.03,4.0,M5.0,3075.0,0.242,0.23,0.005,3.0,M5V,0.00010,0.6,1.23,22.0,0.00584249,4.03900,0.03505492,9.81748,0.05194994,12.88325,0.09387689,18.12953,0.10766890,19.38226,0.08220891,16.02951
WASP-83 b,WASP-83,TIC 286865921,0.059,11.65736,95.349,G8,5510.0,1.05,1.11,0.892,5.0,G8V,0.00100,0.1,1.23,32.0,0.94566241,256.23354,2.33432675,256.23354,2.63616284,256.23354,3.38520377,256.23354,3.63160329,256.23354,3.38520377,258.70776
TOI-1794 b,TOI-1794,TIC 286916251,0.082,3.29701268,8.7,,5631.0,1.3162,0.9698,1.575,10.8,G5V,0.00100,0.1,1.23,18.2,2.34913216,234.23527,5.79873113,234.23527,6.54852604,234.23527,8.40922827,234.23527,9.02131248,234.23527,9.08344806,255.45851
HD 118203 b,HD 118203,TIC 286923464,0.0713,12.778238,680.15279098,K0 IV,5742.0,2.04,1.27,4.424,4.73,G3V,0.00100,0.1,1.23,81.6,0.08312903,870.20373,0.20520041,870.20373,0.23173349,870.20373,0.29757839,870.20373,0.31923829,870.20373,0.29568971,873.03017
HD 118203 c,HD 118203,TIC 286923464,6.28,12.4,3747.19691853,K0 IV,5742.0,2.04,1.27,4.424,4.73,G3V,0.00100,0.1,1.23,194.3,0.00000032,0.11217,0.00000080,0.11217,0.00000090,0.11217,0.00000115,0.11217,0.00000124,0.11217,0.00000115,0.11254
TOI-1751 b,TOI-1751,TIC 287080092,0.215,2.9507845,19.5,,5970.0,1.3137,0.9382,1.983,9.0,F9.5V,0.00100,0.1,1.23,28.7,0.06139290,42.89860,0.15154572,42.89860,0.17114107,42.89860,0.21976921,42.89860,0.23576559,42.89860,0.23349537,46.01803
TOI-2981 b,TOI-2981,TIC 287145649,0.048,13.4,638.0,,5940.0,1.08,1.03,1.306,4.5,G0V,0.00100,0.1,1.23,77.1,0.07096797,566.83613,0.17518136,566.83613,0.19783288,566.83613,0.25404524,566.83613,0.27253648,566.83613,0.25096737,565.37580
TOI-2141 b,TOI-2141,TIC 287256467,0.1322,3.147,20.1,,5635.0,0.95,0.896,0.891,9.0,G5V,0.00100,0.1,1.23,28.3,0.08332341,50.99611,0.20568022,50.99611,0.23227535,50.99611,0.29827421,50.99611,0.31998476,50.99611,0.31690357,54.70437
K2-110 b,K2-110,TIC 287333762,0.10207,2.592,15.9,K3 V,5010.0,0.713,0.738,0.271,8.0,K2V,0.00100,0.1,1.23,27.7,0.03794603,26.00901,0.09366813,26.00901,0.10577972,26.00901,0.13583604,26.00901,0.14572317,26.00901,0.14271056,27.58915
WASP-60 b,WASP-60,TIC 288246496,0.05548,9.86392,174.8065,G1 V,5900.0,1.17,1.19,2.226,1.7,G0V,0.00100,0.1,1.23,47.1,0.48103023,723.11454,1.18740232,723.11454,1.34093733,723.11454,1.72195209,723.11454,1.84728817,723.11454,1.48242892,628.54069
HD 203387 c,HD 203387,TIC 288329878,5.067,12.6,2378.945626395,,5174.32,10.5852,2.817,72.444,nan,K1V,0.00100,0.1,1.23,153.6,0.00002112,2.82162,0.00005214,2.82162,0.00005889,2.82162,0.00007562,2.82162,0.00008112,2.82162,nan,nan
TOI-1685 b,TOI-1685,TIC 28900646,0.01164,1.421,3.07,M3 V,3470.0,0.462,0.466,0.030,1.4,M2.5V,0.00100,0.6,1.23,16.4,1.44202016,223.63205,8.65212093,543.57537,12.82208593,713.32145,23.17033314,1003.79793,26.57442365,1073.15953,15.31295127,669.80194
WASP-188 b,WASP-188,TIC 289574465,0.072,14.81827249,458.626391301,,6850.0,1.83,1.5,5.531,nan,F2V,0.00100,0.1,1.23,62.2,0.34955173,1066.85404,0.86285334,1066.85404,0.97442310,1066.85404,1.25129628,1066.85404,1.34237463,1066.85404,nan,nan
TOI-1753 b,TOI-1753,TIC 289580577,0.059,2.47852533,16.6,,5621.0,0.9715,0.9483,0.852,5.9,G6V,0.00100,0.1,1.23,28.9,0.28643870,244.75748,0.70706154,244.75748,0.79848691,244.75748,1.02536948,244.75748,1.10000325,244.75748,1.04428700,251.68014
TOI-3682 b,TOI-3682,TIC 28961316,0.048,12.80065596,69.286592726,,5703.0,1.735,1.32,2.870,4.2,G3V,0.00100,0.1,1.23,26.0,11.52730011,1245.65428,28.45464170,1245.65428,32.13392002,1245.65428,41.26447186,1245.65428,44.26799741,1245.65428,40.43053750,1232.26534
TOI-3807 b,TOI-3807,TIC 289661991,0.0421,18.49481816,330.54154328,,5772.0,1.468,1.181,2.150,5.6,G2V,0.00100,0.1,1.23,47.3,1.48766694,1213.04192,3.67224150,1213.04192,4.14707435,1213.04192,5.32542661,1213.04192,5.71304952,1213.04192,5.39310261,1240.31950
HATS-13 b,HATS-13,TIC 289793076,0.04057,13.585308,172.58169,,5523.0,0.887,0.962,0.477,2.5,G7V,0.00100,0.1,1.23,39.8,0.51704796,289.98797,1.27631051,289.98797,1.44134164,289.98797,1.85088534,289.98797,1.98560611,289.98797,1.69288011,267.79358
Kepler-391 c,Kepler-391,TIC 290032428,0.164,2.88,450.0,K2 III-IV,5038.0,2.879,1.27,4.600,4.365,K2V,0.00100,0.1,1.23,139.7,0.00042732,171.03000,0.00105483,171.03000,0.00119122,171.03000,0.00152970,171.03000,0.00164104,171.03000,0.00150572,169.97505
Kepler-391 b,Kepler-391,TIC 290032428,0.083,2.5,1100.0,K2 III-IV,5038.0,2.879,1.27,4.600,4.365,K2V,0.00100,0.1,1.23,234.5,0.00018263,667.73450,0.00045081,667.73450,0.00050910,667.73450,0.00065376,667.73450,0.00070135,667.73450,0.00064351,663.61577
HD 207496 b,HD 207496,TIC 290348383,0.0629,2.25,6.1,K2.5 V,4819.0,0.769,0.8,0.310,0.52,K3V,0.00100,0.1,1.23,18.4,0.50808737,78.36438,1.25419170,78.36438,1.41636279,78.36438,1.81880899,78.36438,1.95119501,78.36438,1.20523948,52.42983
TOI-3464 b,TOI-3464,TIC 290504044,0.0515,13.7646283,397.28550875,,6370.0,1.56,1.363,3.620,2.1,F6V,0.00100,0.1,1.23,60.1,0.47765614,1364.88337,1.17907353,1364.88337,1.33153159,1364.88337,1.70987380,1364.88337,1.83433073,1364.88337,1.52337823,1227.75784
NGTS-25 b,NGTS-25,TIC 290742484,0.0388,11.46678726,203.092352073,K0 V,5321.0,0.86,0.91,0.511,3.49,K0V,0.00100,0.1,1.23,47.1,0.26280068,339.43494,0.64871211,339.43494,0.73259271,339.43494,0.94075205,339.43494,1.00922677,339.43494,0.90069432,328.11968
HIP 35965 b,HIP 35965,TIC 291466351,15.898,12.6,2589.983688643,,4836.0,0.697551,0.78,0.240,nan,K3V,0.00100,0.1,1.23,160.3,0.00000001,0.00095,0.00000001,0.00095,0.00000002,0.00095,0.00000002,0.00095,0.00000002,0.00095,nan,nan
Qatar-7 b,Qatar-7,TIC 291685334,0.0352,19.0553,597.5204,F4 V,6387.0,1.564,1.409,3.660,1.69,F6V,0.00100,0.1,1.23,62.6,1.21246268,2953.89241,2.99291167,2953.89241,3.37990495,2953.89241,4.34027322,2953.89241,4.65618958,2953.89241,3.73281142,2564.99864
Qatar-3 b,Qatar-3,TIC 291751373,0.03783,12.285064,1369.8473,G0 V,6007.0,1.272,1.145,1.900,0.31,F9.5V,0.00100,0.1,1.23,118.1,0.02778415,1327.63079,0.06858397,1327.63079,0.07745210,1327.63079,0.09945939,1327.63079,0.10669876,1327.63079,0.05546198,747.48148
HD 114783 c,HD 114783,TIC 292113181,5.0,13.4,603.8739733,K1 V,5135.0,0.840622,0.9,0.424,6.0,K1V,0.00100,0.1,1.23,75.1,0.00000237,0.01697,0.00000585,0.01697,0.00000661,0.01697,0.00000849,0.01697,0.00000910,0.01697,0.00000866,0.01748
HD 13931 b,HD 13931,TIC 292851928,5.15,13.2,889.9195396,G0,5867.0,1.25,1.3,1.570,8.4,G1V,0.00100,0.1,1.23,91.8,0.00000364,0.05920,0.00000899,0.05920,0.00001015,0.05920,0.00001303,0.05920,0.00001398,0.05920,0.00001376,0.06309
HATS-14 b,HATS-14,TIC 29344935,0.03815,11.646151,340.39593,,5346.0,0.933,0.967,0.672,4.9,G9V,0.00100,0.1,1.23,60.4,0.13328499,461.60544,0.32900824,461.60544,0.37155008,461.60544,0.47712255,461.60544,0.51185097,461.60544,0.47602497,464.99062
WASP-181 b,WASP-181,TIC 293457754,0.05427,13.271456,95.03117,G2,5839.0,0.965,1.04,1.119,2.5,G1V,0.00100,0.1,1.23,29.9,2.08269525,379.90093,5.14104315,379.90093,5.80579685,379.90093,7.45545955,379.90093,7.99812161,379.90093,6.81900652,350.82500
K2-260 b,K2-260,TIC 293612446,0.04392,18.41635529,546.66486004,F6 V,6860.0,1.755,1.637,6.140,0.65,F2V,0.00100,0.1,1.23,60.9,1.40911320,3183.06375,3.47833499,3183.06375,3.92809509,3183.06375,5.04422645,3183.06375,5.41138159,3183.06375,3.55234685,2263.28691
HD 235088 b,HD 235088,TIC 293954617,0.0706,1.982,4.15,K V,5075.0,0.772,0.849,0.360,0.7,K2V,0.00100,0.1,1.23,16.2,0.69157162,72.22551,1.70711463,72.22551,1.92785014,72.22551,2.47563067,72.22551,2.65582490,72.22551,1.77647824,52.32848
HD 89839 b,HD 89839,TIC 294028147,4.713,12.8,1748.0562385,F7 V,6314.0,1.28588,1.21,2.370,1.6,F7V,0.00100,0.1,1.23,130.7,0.00000155,0.10671,0.00000383,0.10671,0.00000432,0.10671,0.00000555,0.10671,0.00000596,0.10671,0.00000473,0.09179
HD 191806 b,HD 191806,TIC 294684871,2.749,12.5,2966.610350938,K0,6010.0,1.40223,1.07,2.230,2.9,F9.5V,0.00100,0.1,1.23,172.2,0.00000139,0.29509,0.00000342,0.29509,0.00000387,0.29509,0.00000497,0.29509,0.00000533,0.29509,0.00000464,0.27829
TOI-1117 b,TOI-1117,TIC 295541511,0.033,2.46,8.9,G5 V,5635.0,1.05,0.97,0.360,4.42,G5V,0.00100,0.1,1.23,21.3,1.31591924,330.57661,3.24828972,330.57661,3.66830422,330.57661,4.71061844,330.57661,5.05349118,330.57661,4.64369234,329.02668
